Ensembl	Mock1_Qun	Mock2_Qun	Mock3_Qun	NT1_Qun	NT2_Qun	NT3_Qun	T1_Qun	T2_Qun	T3_Qun
ENSG00000176371	94	89	99	94	105	116	280	183	211
ENSG00000256278	4	2	1	11	7	21	13	7	12
ENSG00000276278	0	0	0	0	0	0	0	0	0
ENSG00000254779	0	0	0	0	0	0	0	0	0
ENSG00000177082	348	237	339	292	293	327	640	444	437
ENSG00000277578	0	0	0	0	0	0	0	0	0
ENSG00000197696	33	35	82	27	25	18	38	41	44
ENSG00000259654	11	6	7	8	8	11	14	13	15
ENSG00000259275	20	18	34	81	105	93	155	106	113
ENSG00000288726	0	0	0	1	0	0	0	1	0
ENSG00000251209	7	7	9	9	3	6	11	9	10
ENSG00000259134	0	0	1	3	2	3	2	1	0
ENSG00000289277	3	8	0	9	6	11	18	20	24
ENSG00000289896	0	0	0	0	0	0	4	0	0
ENSG00000259343	118	60	112	99	74	79	199	101	117
ENSG00000289028	7	7	8	9	9	10	18	15	20
ENSG00000256802	3	7	10	6	7	8	7	12	14
ENSG00000255571	5	8	20	10	31	16	18	24	17
ENSG00000248441	35	25	36	56	47	37	139	35	55
ENSG00000261423	31	29	35	67	63	76	124	90	90
ENSG00000248079	5	6	9	18	13	13	13	15	16
ENSG00000259203	0	0	0	0	0	0	0	1	0
ENSG00000258785	0	0	0	0	1	0	0	0	0
ENSG00000260288	5	10	18	14	16	24	14	22	16
ENSG00000259675	0	1	0	6	0	0	1	2	1
ENSG00000259234	1	0	4	28	24	22	31	30	25
ENSG00000247809	90	58	82	207	179	147	395	210	217
ENSG00000245750	33	40	40	161	131	138	229	191	213
ENSG00000248508	69	46	99	58	67	60	139	95	84
ENSG00000175779	10	10	10	44	36	59	38	66	55
ENSG00000259986	45	38	32	34	39	47	87	76	74
ENSG00000289561	27	20	22	25	33	13	51	17	32
ENSG00000261183	0	0	2	1	1	0	2	1	3
ENSG00000289525	0	0	0	1	4	1	3	4	4
ENSG00000259347	7	10	5	5	12	13	17	17	17
ENSG00000289992	1	2	5	10	16	7	36	17	24
ENSG00000174171	0	6	2	6	10	2	10	8	9
ENSG00000179523	77	47	80	77	50	63	141	85	78
ENSG00000259964	14	21	5	12	17	14	21	17	25
ENSG00000261801	56	35	84	58	46	36	97	61	65
ENSG00000289271	1	0	0	1	3	3	0	2	3
ENSG00000259225	1	0	0	5	1	2	4	4	2
ENSG00000244879	956	675	768	1524	1514	1453	4232	2300	2374
ENSG00000237550	64	38	68	43	48	44	84	62	65
ENSG00000170113	498	350	443	293	274	305	671	411	409
ENSG00000140157	706	485	722	364	374	357	582	427	483
ENSG00000275835	469	344	536	486	456	378	833	559	551
ENSG00000273749	1001	743	982	550	475	525	1002	748	822
ENSG00000276891	0	0	0	0	0	0	0	0	0
ENSG00000266039	0	0	0	0	0	0	0	0	0
ENSG00000263964	0	0	0	0	0	0	0	0	0
ENSG00000276955	0	0	0	0	0	0	0	0	0
ENSG00000258647	3	1	1	4	4	4	3	4	5
ENSG00000258676	4	9	6	4	1	4	10	9	7
ENSG00000260337	5	3	1	1	6	2	2	1	2
ENSG00000271763	4	0	1	0	0	0	1	1	0
ENSG00000185442	39	42	44	24	33	24	49	34	31
ENSG00000259064	0	1	0	0	0	1	0	0	0
ENSG00000275965	0	0	1	1	0	1	0	0	2
ENSG00000272298	0	0	1	0	0	0	1	0	0
ENSG00000253954	14	9	8	5	4	3	10	1	1
ENSG00000258741	10	7	12	8	4	3	5	5	6
ENSG00000240484	2	0	1	0	0	3	0	0	0
ENSG00000214424	0	0	0	1	0	0	4	5	1
ENSG00000291301	1	1	1	8	5	4	1	5	0
ENSG00000259282	0	0	0	0	0	2	1	0	0
ENSG00000185594	0	0	0	0	1	0	0	0	0
ENSG00000223120	0	0	0	0	0	0	0	0	0
ENSG00000258909	0	0	0	0	0	2	0	1	0
ENSG00000258787	0	0	0	0	0	0	0	0	0
ENSG00000265195	9	4	11	10	8	11	7	17	14
ENSG00000258484	1	7	0	6	4	2	6	10	8
ENSG00000259286	3	2	0	12	7	8	13	18	15
ENSG00000285919	1	1	2	6	10	10	9	21	18
ENSG00000288068	0	0	1	4	1	5	1	5	2
ENSG00000273851	0	0	0	1	4	3	2	3	3
ENSG00000259265	0	0	2	0	1	1	0	0	1
ENSG00000212766	1	1	2	3	1	2	2	2	3
ENSG00000240927	0	0	1	0	0	0	1	1	3
ENSG00000184140	0	0	0	0	1	0	0	2	1
ENSG00000182854	0	0	0	0	0	2	2	2	1
ENSG00000232459	0	0	0	0	2	0	0	0	2
ENSG00000257109	0	0	0	0	0	0	0	0	0
ENSG00000259454	0	0	0	0	0	0	0	0	0
ENSG00000239035	1	1	0	0	1	0	0	0	1
ENSG00000247982	20	27	12	27	15	20	30	24	31
ENSG00000260172	0	0	0	5	1	1	4	1	2
ENSG00000260870	0	0	0	3	1	0	0	1	0
ENSG00000128849	60	50	80	86	70	64	162	85	106
ENSG00000252984	0	0	0	0	1	1	0	0	2
ENSG00000261489	0	0	0	0	0	0	0	0	3
ENSG00000261265	0	0	0	1	0	0	5	2	0
ENSG00000276772	1	0	0	2	2	1	1	1	1
ENSG00000240874	0	0	0	0	0	0	0	1	3
ENSG00000263155	2	0	1	1	3	3	9	3	5
ENSG00000255529	456	242	469	319	263	323	402	385	335
ENSG00000261219	3	1	2	7	9	7	8	7	10
ENSG00000137878	1	1	3	12	8	12	13	14	17
ENSG00000259240	9	11	8	16	13	14	21	22	20
ENSG00000183578	40	41	43	42	43	59	78	56	56
ENSG00000259204	24	16	16	16	17	8	24	23	27
ENSG00000137869	118	86	88	99	112	96	198	160	146
ENSG00000266593	4	0	0	1	0	1	3	1	1
ENSG00000260174	0	0	0	0	1	0	0	0	0
ENSG00000186399	7	5	11	16	13	5	30	12	19
ENSG00000092531	360	205	411	175	190	178	338	230	252
ENSG00000261684	8	2	2	11	10	7	21	3	9
ENSG00000285942	0	0	0	0	0	1	0	0	0
ENSG00000180979	230	204	254	186	180	172	346	222	241
ENSG00000137814	524	300	497	531	450	495	757	541	594
ENSG00000261822	0	0	0	0	0	0	0	0	0
ENSG00000260490	5	3	1	7	13	13	11	12	11
ENSG00000159433	755	663	626	624	519	512	1201	737	779
ENSG00000260282	0	1	2	1	5	1	1	4	4
ENSG00000140326	334	256	335	169	147	167	326	228	281
ENSG00000278769	0	0	0	0	0	0	0	0	0
ENSG00000274403	18	18	16	14	15	12	24	15	22
ENSG00000286877	3	6	6	8	8	10	11	17	8
ENSG00000260799	18	19	7	10	10	8	16	13	19
ENSG00000128881	802	583	704	848	756	774	1338	804	887
ENSG00000246283	0	0	0	0	0	0	0	0	0
ENSG00000259270	0	0	0	2	1	0	1	1	1
ENSG00000259449	0	0	0	2	2	2	0	0	1
ENSG00000277582	0	0	0	0	0	0	0	0	0
ENSG00000188388	0	0	0	2	0	0	2	2	6
ENSG00000259317	0	0	0	0	1	0	0	0	1
ENSG00000284160	0	0	0	0	0	0	0	0	0
ENSG00000251891	2	0	9	4	4	2	4	8	5
ENSG00000259630	31	29	23	16	14	20	25	23	26
ENSG00000261792	0	0	0	0	0	0	0	0	0
ENSG00000174197	4574	3631	3534	2897	2948	3080	4669	3727	4026
ENSG00000259236	1	3	1	2	1	4	3	4	7
ENSG00000289571	0	0	0	1	0	0	1	0	1
ENSG00000260152	9	6	6	10	9	14	18	10	13
ENSG00000203411	3	3	3	39	11	12	68	23	29
ENSG00000252722	4	5	3	7	6	6	14	13	11
ENSG00000288901	3	3	9	9	5	7	14	8	14
ENSG00000240366	1	2	1	4	1	1	4	4	4
ENSG00000167173	344	510	277	218	144	195	428	338	345
ENSG00000261779	0	0	0	0	0	0	0	0	0
ENSG00000287926	4	4	3	14	7	8	8	15	10
ENSG00000260660	7	3	5	28	25	22	20	26	25
ENSG00000260104	0	0	1	0	1	1	7	0	1
ENSG00000261205	2	0	0	7	3	8	8	9	4
ENSG00000167195	2	4	3	32	30	43	27	40	34
ENSG00000277295	0	0	0	0	0	0	0	0	0
ENSG00000275992	0	0	0	0	0	0	0	0	0
ENSG00000259790	2	3	3	8	6	4	3	5	14
ENSG00000140365	914	569	1168	373	402	444	713	606	608
ENSG00000275645	10	3	6	13	6	12	15	25	11
ENSG00000140398	281	222	423	263	286	285	485	377	447
ENSG00000140400	1240	841	1337	792	665	717	1596	902	1161
ENSG00000284343	0	0	0	0	0	0	0	0	0
ENSG00000260274	12	17	22	18	18	25	28	22	30
ENSG00000241890	19	13	8	8	8	7	19	16	10
ENSG00000261714	10	8	8	6	6	16	22	21	29
ENSG00000276744	25	19	18	28	20	37	35	60	64
ENSG00000169410	569	427	521	332	376	400	532	538	535
ENSG00000260165	0	0	0	0	0	0	0	1	1
ENSG00000259931	3	5	8	2	6	3	5	10	7
ENSG00000260269	25	20	26	18	23	21	50	25	27
ENSG00000169375	1432	1340	1149	1091	1076	1092	1732	1434	1420
ENSG00000168907	0	0	0	3	11	6	2	10	8
ENSG00000166887	568	364	610	382	349	361	583	451	473
ENSG00000207712	2	2	0	0	3	1	2	1	3
ENSG00000261002	22	16	18	17	5	14	18	13	14
ENSG00000103978	662	462	549	331	295	318	490	411	428
ENSG00000260571	1	1	2	6	1	4	2	5	2
ENSG00000103647	6	20	12	11	13	6	14	14	11
ENSG00000271232	1	0	0	2	2	0	0	3	1
ENSG00000289998	1	0	0	1	0	1	0	2	0
ENSG00000140350	2089	1367	2046	793	788	834	1628	1168	1217
ENSG00000259222	0	0	0	0	0	0	0	0	0
ENSG00000138604	705	468	661	361	387	379	595	497	559
ENSG00000290203	0	0	0	2	1	0	0	0	1
ENSG00000258590	0	1	1	0	0	0	0	1	1
ENSG00000290326	3	0	0	0	1	2	0	0	1
ENSG00000276172	0	0	0	0	0	0	0	1	0
ENSG00000290335	1	0	0	0	0	0	1	0	1
ENSG00000281347	0	0	0	0	0	1	0	0	0
ENSG00000290347	0	0	0	0	0	0	0	0	0
ENSG00000175676	0	0	0	0	0	0	0	0	0
ENSG00000290359	0	0	0	0	0	0	0	0	0
ENSG00000180229	0	0	0	4	1	1	3	3	2
ENSG00000290376	0	4	3	0	1	2	2	1	2
ENSG00000259479	0	0	0	0	0	0	0	0	0
ENSG00000290387	3	2	1	3	1	0	0	0	0
ENSG00000238166	0	0	0	0	0	0	0	0	0
ENSG00000290424	0	0	0	0	0	0	0	0	0
ENSG00000261303	0	0	0	0	1	0	3	2	0
ENSG00000290426	2	1	0	1	1	3	2	5	4
ENSG00000260139	0	0	1	0	2	2	0	0	4
ENSG00000260776	0	0	0	0	0	3	0	1	0
ENSG00000214646	0	1	0	2	0	0	2	2	3
ENSG00000261143	6	8	3	2	7	4	8	4	7
ENSG00000259511	0	0	0	0	0	0	0	0	0
ENSG00000290688	3	2	7	4	6	10	17	7	6
ENSG00000225151	0	0	0	0	0	0	0	1	0
ENSG00000290689	18	8	14	16	12	16	20	10	16
ENSG00000235370	1	0	0	0	3	0	1	1	2
ENSG00000166763	2	3	1	2	3	2	2	7	1
ENSG00000260128	0	0	0	0	0	0	0	0	0
ENSG00000290723	1	0	0	2	3	8	0	0	1
ENSG00000259658	0	1	0	0	2	1	5	2	0
ENSG00000290760	4	2	4	8	7	6	12	11	8
ENSG00000229389	0	0	0	0	0	0	0	0	0
ENSG00000290766	0	0	0	0	0	0	0	0	0
ENSG00000182397	0	0	0	0	0	2	2	0	1
ENSG00000183909	0	0	0	0	0	0	0	0	0
ENSG00000290822	0	0	0	1	2	1	1	2	0
ENSG00000185596	0	0	0	0	0	0	0	0	0
ENSG00000290823	20	15	19	15	24	17	31	23	20
ENSG00000248472	0	0	0	0	0	0	0	0	0
ENSG00000290824	0	0	0	0	0	0	0	0	0
ENSG00000259156	0	0	0	0	0	0	0	0	0
ENSG00000290857	0	0	0	0	0	0	0	0	0
ENSG00000215302	4	0	4	2	1	3	4	1	3
ENSG00000290876	10	5	4	5	6	7	9	10	10
ENSG00000248334	0	0	0	1	0	0	1	1	0
ENSG00000232431	0	0	0	0	0	0	0	0	0
ENSG00000285035	6	1	1	1	1	1	1	4	0
ENSG00000274471	0	0	0	0	0	0	0	0	0
ENSG00000290912	0	0	0	0	0	0	0	0	0
ENSG00000274376	3	1	0	12	5	7	6	9	6
ENSG00000290944	0	0	0	1	1	0	1	0	0
ENSG00000259429	41	17	18	29	32	23	47	45	55
ENSG00000290945	117	75	143	113	106	93	247	129	128
ENSG00000275695	0	0	1	0	0	0	2	0	0
ENSG00000290946	1	1	0	4	0	5	9	2	3
ENSG00000276710	13	5	7	12	14	19	17	18	20
ENSG00000290947	2	2	0	4	2	0	5	3	3
ENSG00000255769	0	0	0	0	0	0	0	0	0
ENSG00000290948	6	4	1	4	0	1	5	1	5
ENSG00000277741	0	0	0	0	0	1	0	1	0
ENSG00000290949	0	0	0	0	0	0	0	0	0
ENSG00000178081	0	0	1	0	0	0	0	1	0
ENSG00000290997	15	19	11	9	11	8	29	18	30
ENSG00000185182	0	0	0	0	0	0	0	0	0
ENSG00000276550	4	5	3	4	1	3	13	7	6
ENSG00000277561	0	0	0	1	0	0	0	0	0
ENSG00000187812	0	0	0	1	2	2	0	4	3
ENSG00000291009	0	0	0	0	0	0	0	0	2
ENSG00000166104	1	0	1	0	0	0	1	0	0
ENSG00000261279	0	0	1	2	2	2	0	2	2
ENSG00000291023	2	5	2	3	3	5	5	3	2
ENSG00000230373	5	0	3	2	4	8	5	3	2
ENSG00000189136	14	8	7	16	9	7	27	28	19
ENSG00000259728	0	0	0	0	0	0	0	0	0
ENSG00000205771	2	1	3	10	8	4	21	17	12
ENSG00000261377	4	6	4	3	4	2	6	1	4
ENSG00000259404	7	2	11	6	4	6	8	4	12
ENSG00000291062	14	18	12	4	4	7	13	18	17
ENSG00000206149	12	19	21	9	10	10	24	19	22
ENSG00000176700	0	0	0	0	0	0	0	0	0
ENSG00000259425	1	5	0	2	3	3	1	2	2
ENSG00000214344	0	0	0	0	0	0	0	0	0
ENSG00000291191	1	0	0	0	0	1	1	2	0
ENSG00000229212	0	0	0	0	0	0	0	0	0
ENSG00000291210	9	15	9	2	6	9	15	15	12
ENSG00000259295	4	8	2	3	7	2	11	3	10
ENSG00000291211	41	32	37	25	29	29	61	37	47
ENSG00000218052	0	0	0	2	0	1	1	1	1
ENSG00000291212	0	0	0	1	1	0	4	3	3
ENSG00000259660	0	0	0	0	0	0	1	0	0
ENSG00000291225	43	20	31	66	52	55	86	78	82
ENSG00000260062	0	0	0	0	1	0	0	1	0
ENSG00000260357	0	0	0	0	0	0	0	0	0
ENSG00000214702	1	0	0	0	0	0	1	0	1
ENSG00000167178	0	3	3	4	8	10	7	13	9
ENSG00000248540	0	1	2	3	4	0	0	2	1
ENSG00000261543	0	0	0	5	1	0	1	2	0
ENSG00000278348	0	0	0	0	0	0	0	0	0
ENSG00000129009	1	0	2	0	0	2	3	2	3
ENSG00000137868	16	10	10	6	9	9	13	15	17
ENSG00000140481	3	1	0	2	3	3	2	3	5
ENSG00000280309	0	0	0	1	4	1	0	1	0
ENSG00000261384	0	0	0	0	0	0	0	0	0
ENSG00000277749	0	0	0	0	0	0	1	2	1
ENSG00000140459	0	0	0	2	1	1	2	1	1
ENSG00000260266	0	0	1	1	4	5	2	11	1
ENSG00000261821	0	2	0	3	6	1	8	7	7
ENSG00000274937	1	1	0	0	2	1	2	0	1
ENSG00000277718	1	0	0	0	0	0	0	3	1
ENSG00000138623	28	24	22	28	54	39	44	58	51
ENSG00000277391	0	0	0	0	0	0	0	1	0
ENSG00000286696	3	11	6	11	16	13	8	13	8
ENSG00000138629	336	290	449	238	179	212	393	310	289
ENSG00000247240	56	41	64	84	52	69	162	112	119
ENSG00000260103	30	14	27	37	35	35	83	83	77
ENSG00000261775	3	5	9	17	19	26	28	33	23
ENSG00000212279	0	0	0	0	0	0	0	0	0
ENSG00000290767	7	3	9	16	19	30	38	29	25
ENSG00000068305	1311	976	1246	948	888	879	1451	1159	1091
ENSG00000264480	12	5	4	3	4	9	9	7	5
ENSG00000287191	47	40	34	23	31	25	43	34	29
ENSG00000259621	12	5	7	7	10	5	13	11	15
ENSG00000259475	7	5	2	1	12	4	4	9	10
ENSG00000278090	2	2	4	13	14	9	34	21	27
ENSG00000182253	84	62	105	100	99	94	128	136	133
ENSG00000261054	6	2	7	14	6	10	37	30	22
ENSG00000103852	450	320	434	532	432	465	894	543	640
ENSG00000261616	54	24	19	36	39	33	69	31	32
ENSG00000259921	10	9	11	18	12	14	21	18	20
ENSG00000259706	39	36	45	47	41	43	89	73	82
ENSG00000259228	7	7	12	6	6	7	17	10	19
ENSG00000134138	404	279	306	409	383	452	676	512	472
ENSG00000291257	2	0	0	0	0	1	0	0	2
ENSG00000291227	0	0	0	0	0	1	0	0	0
ENSG00000261296	0	1	0	0	0	1	1	0	3
ENSG00000290879	56	28	51	52	53	51	75	46	63
ENSG00000290880	0	0	0	0	0	0	0	0	0
ENSG00000291058	1	1	2	1	3	3	3	4	1
ENSG00000291258	30	21	42	21	13	14	24	16	28
ENSG00000289209	5	3	3	3	5	2	6	2	5
ENSG00000291259	59	30	32	45	40	35	76	50	56
ENSG00000291082	98	47	113	95	79	101	144	94	101
ENSG00000290690	25	9	22	16	18	24	36	22	29
ENSG00000291026	28	13	13	15	14	10	28	15	10
ENSG00000291260	0	0	0	0	0	0	0	0	0
ENSG00000291027	73	73	82	82	88	69	176	92	106
ENSG00000291028	3	3	8	3	8	9	10	14	19
ENSG00000291159	106	116	105	116	145	129	219	212	156
ENSG00000140612	1177	730	1359	633	590	633	1243	780	845
ENSG00000291002	0	0	0	0	0	0	0	0	0
ENSG00000291003	460	178	418	407	336	308	584	324	361
ENSG00000291261	1	0	1	2	2	2	2	1	2
ENSG00000291004	0	0	0	1	0	1	2	1	1
ENSG00000276141	0	0	0	0	0	0	1	2	0
ENSG00000290399	61	24	65	73	33	41	91	52	71
ENSG00000277435	1	1	1	2	0	3	3	4	1
ENSG00000283273	8	3	8	5	10	8	13	10	9
ENSG00000277867	1	1	3	2	1	3	1	4	5
ENSG00000275325	50	38	47	42	27	47	67	50	59
ENSG00000290368	9	5	11	5	9	4	9	7	15
ENSG00000277755	2	2	2	0	3	1	3	2	0
ENSG00000274253	71	58	52	35	68	48	58	53	61
ENSG00000291163	5	5	10	1	6	1	5	3	5
ENSG00000290664	0	0	0	0	0	0	0	0	0
ENSG00000291296	5	2	2	12	7	10	3	10	8
ENSG00000290665	0	0	0	0	0	0	1	0	0
ENSG00000290666	3	0	2	0	0	2	4	4	4
ENSG00000290667	0	0	0	0	0	0	0	0	0
ENSG00000103740	31	27	45	41	49	42	86	95	101
ENSG00000259708	1	2	0	1	0	0	3	6	4
ENSG00000140403	67	51	30	58	56	54	89	76	68
ENSG00000140395	813	571	1047	447	457	512	903	669	585
ENSG00000272418	0	0	0	0	0	0	0	0	0
ENSG00000259562	65	48	70	51	53	45	98	78	95
ENSG00000259322	12	8	16	14	18	14	29	26	18
ENSG00000277482	2	1	0	1	0	0	1	1	3
ENSG00000291297	0	0	0	0	0	0	0	0	1
ENSG00000291020	0	0	0	0	0	0	0	0	0
ENSG00000173575	3957	3158	2910	4640	3987	4039	6826	4888	5101
ENSG00000235160	0	0	0	1	1	0	0	0	0
ENSG00000287280	0	0	0	0	0	1	0	0	2
ENSG00000166206	5	10	10	4	6	5	3	7	6
ENSG00000278840	0	0	0	0	0	0	0	0	2
ENSG00000235518	0	0	0	0	0	0	0	0	0
ENSG00000242793	0	0	0	0	0	0	0	0	0
ENSG00000186297	0	1	0	0	0	0	0	0	0
ENSG00000259122	0	0	0	0	0	0	0	0	0
ENSG00000228740	0	0	0	0	0	0	0	0	0
ENSG00000214254	0	0	0	0	0	0	0	0	0
ENSG00000200326	0	0	0	0	0	0	0	0	0
ENSG00000140519	3	0	0	2	0	2	0	2	0
ENSG00000285077	149	108	127	94	70	98	185	114	96
ENSG00000290886	7	9	4	4	3	2	10	6	6
ENSG00000140521	1595	1386	1403	822	755	757	1359	1128	1101
ENSG00000291307	0	0	0	0	0	0	0	0	0
ENSG00000261652	7	9	4	11	4	9	12	1	18
ENSG00000172349	13	16	10	41	34	31	39	37	50
ENSG00000232653	29	21	43	76	51	52	108	46	39
ENSG00000259564	11	7	8	13	9	6	18	4	8
ENSG00000129003	2313	1506	2095	1823	1668	1749	2918	2066	2166
ENSG00000285863	18	16	13	17	15	12	38	15	15
ENSG00000166710	2298	1579	2782	563	652	633	1196	899	863
ENSG00000247556	2621	1526	2158	1659	1451	1533	3693	2143	2195
ENSG00000140538	4	3	1	55	65	45	41	72	55
ENSG00000259183	0	0	0	0	4	0	1	0	0
ENSG00000260305	0	0	0	6	6	3	4	4	8
ENSG00000140265	593	435	526	374	393	385	690	514	584
ENSG00000137822	573	539	452	297	287	317	603	456	457
ENSG00000243871	3	4	5	6	6	3	11	3	5
ENSG00000067369	1389	1098	1396	1034	1007	1011	1653	1249	1336
ENSG00000166963	153	139	162	166	205	168	267	245	280
ENSG00000290691	3	0	0	2	3	5	14	5	4
ENSG00000291053	21	17	15	19	23	19	35	20	20
ENSG00000168781	175	148	206	99	110	95	207	126	166
ENSG00000134160	0	1	1	8	6	9	10	8	10
ENSG00000259772	0	0	1	5	0	3	0	0	2
ENSG00000183571	3	4	4	5	2	5	6	7	6
ENSG00000255346	2	1	2	1	2	4	1	10	1
ENSG00000178802	869	591	970	576	486	510	1182	749	806
ENSG00000178761	284	213	325	228	159	209	450	256	313
ENSG00000178741	916	666	811	398	318	309	818	526	534
ENSG00000178718	52	59	84	27	41	47	79	64	88
ENSG00000198794	39	41	79	38	44	35	97	49	75
ENSG00000261813	0	0	0	2	1	5	2	1	0
ENSG00000199580	0	0	0	0	0	0	2	1	0
ENSG00000260483	0	0	0	0	1	0	0	0	2
ENSG00000138621	209	204	284	271	217	266	538	326	367
ENSG00000140478	1	1	0	1	3	0	3	2	5
ENSG00000291229	0	0	1	1	3	2	2	2	4
ENSG00000140264	1296	792	1433	365	332	362	828	588	584
ENSG00000185607	6	5	5	15	12	6	12	15	16
ENSG00000224055	6	9	10	10	15	13	12	11	17
ENSG00000159248	0	0	0	0	0	0	1	3	1
ENSG00000250007	10	13	6	28	30	26	32	31	43
ENSG00000159251	2	2	2	14	9	8	13	11	9
ENSG00000259751	12	9	16	30	22	21	33	26	32
ENSG00000021776	1461	879	1322	986	910	969	1576	1134	1303
ENSG00000231409	14	8	11	11	11	10	23	13	14
ENSG00000198146	1463	914	1033	708	775	733	1465	1000	1054
ENSG00000279364	0	0	0	0	0	0	0	0	0
ENSG00000259181	2	0	0	0	3	1	0	0	3
ENSG00000280396	0	0	0	2	0	0	0	0	1
ENSG00000259587	1	1	0	2	5	1	6	4	3
ENSG00000289289	4	1	1	1	1	1	4	3	2
ENSG00000259665	1	0	0	0	0	0	3	1	2
ENSG00000259397	2	0	0	1	2	0	2	3	0
ENSG00000259336	6	3	6	14	12	4	11	5	11
ENSG00000259592	0	1	0	3	1	1	1	1	2
ENSG00000137801	22	50	30	29	23	34	45	40	37
ENSG00000276107	1	0	0	2	2	1	1	0	5
ENSG00000278621	0	0	0	0	0	0	0	0	0
ENSG00000150667	17	6	3	33	15	29	29	34	26
ENSG00000259580	0	0	0	0	0	0	0	0	0
ENSG00000261136	11	13	19	14	14	10	42	26	32
ENSG00000166073	80	68	109	69	69	74	148	107	108
ENSG00000259432	3	3	0	3	5	3	5	2	5
ENSG00000246863	4	5	5	12	16	19	34	38	36
ENSG00000200305	0	0	0	0	0	0	0	0	0
ENSG00000128829	875	574	916	832	788	787	1299	854	979
ENSG00000259389	0	1	1	0	3	2	0	4	4
ENSG00000140319	788	528	780	237	225	230	506	306	376
ENSG00000166147	705	501	556	683	543	581	914	688	750
ENSG00000140416	644	399	713	258	242	274	545	365	391
ENSG00000255192	0	4	1	2	0	0	0	3	2
ENSG00000259516	1	6	2	6	0	2	9	10	1
ENSG00000259710	0	0	0	1	0	0	4	1	0
ENSG00000259585	2	3	6	8	1	4	7	8	5
ENSG00000214013	162	105	184	162	158	163	295	175	198
ENSG00000258461	6	0	9	7	6	12	7	5	4
ENSG00000092529	43	38	68	59	56	45	67	73	79
ENSG00000103994	1785	1147	1645	1271	1107	1178	2541	1577	1665
ENSG00000201077	2	0	5	1	0	3	2	4	6
ENSG00000259572	0	0	0	2	5	2	5	13	4
ENSG00000259754	0	0	1	15	18	16	21	34	31
ENSG00000259730	0	0	0	6	2	2	3	3	5
ENSG00000287439	2	1	2	23	21	18	18	31	23
ENSG00000104177	1043	740	1068	773	877	896	1323	1140	1191
ENSG00000186417	92	50	68	93	63	69	128	76	88
ENSG00000259477	5	3	10	9	9	11	29	22	17
ENSG00000274719	6	6	8	18	12	17	27	11	22
ENSG00000259285	2	1	2	4	5	3	6	4	10
ENSG00000103569	0	1	0	2	0	1	3	3	5
ENSG00000289948	2	0	0	0	0	0	1	0	0
ENSG00000259651	0	0	0	0	0	0	0	0	0
ENSG00000259626	0	0	0	0	0	0	0	0	1
ENSG00000259600	0	0	1	3	0	1	0	0	0
ENSG00000259379	0	0	0	1	0	0	0	1	0
ENSG00000259671	0	0	0	0	0	0	0	1	0
ENSG00000240934	0	0	0	0	0	0	0	0	1
ENSG00000277229	0	0	0	0	1	0	0	0	1
ENSG00000277790	0	0	0	0	0	0	0	0	0
ENSG00000066933	2580	1661	1912	1898	1730	1743	3214	2137	2217
ENSG00000261632	10	14	13	13	12	14	20	16	16
ENSG00000260576	18	9	10	9	14	13	25	15	19
ENSG00000222094	1	1	3	2	3	5	5	1	2
ENSG00000260339	13	17	21	66	70	59	81	107	89
ENSG00000184507	3	5	3	10	11	4	8	12	9
ENSG00000166949	567	488	548	370	389	345	680	492	517
ENSG00000287855	9	16	12	31	25	28	33	19	21
ENSG00000261732	36	27	35	22	33	32	42	46	32
ENSG00000197562	100	95	93	75	75	67	109	110	100
ENSG00000257108	0	1	1	5	11	3	6	10	10
ENSG00000280327	10	12	10	9	17	18	12	10	14
ENSG00000206168	3	1	3	1	5	1	3	2	4
ENSG00000260803	6	8	4	9	10	7	15	10	14
ENSG00000167930	245	222	264	146	131	144	234	170	184
ENSG00000275438	2	0	0	2	1	4	1	7	3
ENSG00000268836	0	2	0	0	0	0	0	0	1
ENSG00000103126	497	383	411	304	242	273	575	381	409
ENSG00000260989	1	3	5	2	1	2	7	9	7
ENSG00000260954	5	5	3	3	5	3	10	5	6
ENSG00000167972	249	253	264	144	105	114	216	206	211
ENSG00000280231	9	5	3	4	4	2	4	4	7
ENSG00000260379	0	0	1	0	0	0	0	0	1
ENSG00000267795	8	4	5	3	2	5	2	4	6
ENSG00000286901	0	0	0	0	0	0	0	0	0
ENSG00000282907	2	0	2	2	0	0	2	2	1
ENSG00000261319	0	0	0	0	0	0	0	0	0
ENSG00000261394	1	2	1	0	2	0	0	1	0
ENSG00000260022	1	4	7	13	8	7	5	15	10
ENSG00000226890	15	16	7	5	5	7	10	9	5
ENSG00000261066	0	0	0	0	1	0	1	0	2
ENSG00000261442	18	24	18	8	10	14	27	28	28
ENSG00000234769	17	5	20	19	11	9	30	21	20
ENSG00000131634	27	22	18	13	23	14	38	30	32
ENSG00000168096	428	287	388	361	338	388	483	413	470
ENSG00000260242	0	0	0	0	1	0	0	0	0
ENSG00000059145	220	181	267	112	108	113	209	174	173
ENSG00000242173	46	33	52	33	33	37	54	37	39
ENSG00000260058	0	0	0	0	0	1	0	0	1
ENSG00000278434	38	38	33	25	37	32	50	52	51
ENSG00000187535	432	331	340	337	277	286	593	389	371
ENSG00000275056	33	27	33	18	18	15	34	33	32
ENSG00000261789	0	2	3	0	1	2	5	4	5
ENSG00000280062	5	11	9	8	12	13	12	28	23
ENSG00000140632	1134	868	1037	597	578	632	943	832	822
