Geneid	mock1	mock2	cov1	cov2
GLI1	86	52	34	43
ARHGAP9	2	6	4	10
MARS	5147	4895	2143	2198
MIR6758	14	18	2	4
DDIT3	2076	2196	124	103
MIR616	14	12	3	2
MBD6	380	346	200	245
DCTN2	2325	2243	1079	1225
KIF5A	339	270	184	192
PIP4K2C	475	454	426	443
DTX3	211	185	94	102
ARHGEF25	691	667	349	364
LOC101927583	7	8	3	5
SLC26A10	63	53	34	41
B4GALNT1	149	139	99	119
OS9	2040	2085	1009	1080
AGAP2	235	193	126	134
AGAP2-AS1	22	21	13	16
TSPAN31	444	504	216	200
CDK4	4213	4329	2071	2206
MIR6759	7	4	0	2
09-Mar	346	286	194	211
CYP27B1	48	49	52	44
METTL1	110	94	84	120
METTL21B	387	380	146	133
TSFM	673	722	489	538
AVIL	69	55	48	46
CTDSP2	1956	1865	984	1113
MIR26A2	3	2	1	1
LOC100506844	587	619	139	145
XRCC6BP1	232	270	129	134
LOC101927653	2	0	0	0
LOC100506869	0	0	0	0
LRIG3	1167	1126	819	863
SLC16A7	108	109	88	83
FAM19A2	9	5	4	4
USP15	3091	3409	2104	2174
MIR6125	0	0	0	0
MON2	3263	3461	1581	1613
LINC01465	79	73	23	31
MIRLET7I	1	1	1	1
PPM1H	705	638	341	374
AVPR1A	14	20	30	32
DPY19L2	32	26	10	18
TMEM5	439	456	213	248
TMEM5-AS1	1	1	1	0
SRGAP1	402	405	263	285
C12orf66	412	423	177	211
C12orf56	5	1	0	1
XPOT	9745	10057	3956	4355
TBK1	1387	1558	922	1044
RASSF3	913	953	657	780
MIR548C	0	0	0	0
MIR548Z	0	0	0	0
GNS	1085	1062	889	1020
TBC1D30	159	198	132	159
FLJ41278	0	2	0	1
WIF1	1	1	5	2
LEMD3	2272	2353	1342	1530
MSRB3	430	448	228	271
LOC100507065	3	3	0	2
RPSAP52	23	15	8	8
HMGA2	2500	2986	1579	1778
LOC100129940	119	135	69	107
MIR6074	0	0	1	0
LLPH	205	227	185	208
LLPH-AS1	5	3	3	4
TMBIM4	653	822	266	250
IRAK3	34	39	16	16
MIR6502	0	0	0	0
HELB	721	627	370	431
GRIP1	342	342	148	227
LOC102724421	0	0	0	0
CAND1	10587	10795	5963	6365
LOC100507175	1	0	2	9
DYRK2	1706	1696	1118	1308
LOC101927901	8	6	6	6
LINC01479	0	0	0	2
IFNG-AS1	0	0	0	0
IFNG	0	0	0	0
IL26	0	0	0	0
IL22	0	0	0	0
MDM1	886	899	381	448
LOC100507195	0	1	0	1
RAP1B	432	484	278	265
SNORA70G	2	9	3	7
LOC100507250	99	112	12	26
NUP107	4331	4650	2584	2681
SLC35E3	237	218	105	124
LOC100130075	13	2	3	3
MDM2	4187	4609	3214	3483
CPM	178	166	142	125
CPSF6	6075	7041	3352	3895
MIR1279	0	0	0	0
LYZ	2	5	3	2
YEATS4	1749	1866	625	709
FRS2	2191	2417	1345	1442
MIR3913-1	0	0	0	0
MIR3913-2	0	0	0	0
CCT2	11279	12130	6898	6901
LRRC10	4	1	2	0
BEST3	2	1	5	2
LOC101928002	1	1	4	2
RAB3IP	1544	1543	710	799
MYRFL	12	6	5	16
LINC01481	128	129	33	49
CNOT2	2504	2444	1327	1347
KCNMB4	345	384	183	152
PTPRB	39	38	30	33
PTPRR	0	1	2	2
TSPAN8	0	0	1	0
LGR5	222	246	105	117
ZFC3H1	4702	4724	2560	2879
THAP2	455	455	157	174
TMEM19	685	678	491	590
RAB21	928	1135	614	762
TBC1D15	2902	3272	1201	1244
MRS2P2	66	90	68	38
TPH2	2	2	10	7
TRHDE-AS1	82	83	42	48
TRHDE	65	55	33	37
LOC101928137	7	8	5	5
LOC100507377	15	3	4	4
ATXN7L3B	3616	3512	2022	1993
KCNC2	1	0	1	3
CAPS2	214	203	60	69
GLIPR1L1	6	16	12	9
GLIPR1L2	20	33	12	15
GLIPR1	103	134	65	71
KRR1	2236	2516	1279	1304
PHLDA1	80	110	46	44
NAP1L1	23424	25207	10493	11600
BBS10	1269	1423	556	582
OSBPL8	5017	5602	2643	3055
ZDHHC17	1889	2259	937	1079
CSRP2	1972	2074	739	813
E2F7	1412	1551	902	901
NAV3	11	13	11	7
SYT1	620	575	284	293
MIR1252	1	0	0	0
PAWR	772	806	508	582
PPP1R12A	3781	4075	1967	2198
OTOGL	3	0	2	0
PTPRQ	1	1	4	1
MYF6	0	0	0	1
MYF5	0	0	0	0
LINC01490	0	0	0	0
LIN7A	375	353	111	135
MIR617	0	1	0	1
MIR618	2	3	2	0
ACSS3	292	326	109	113
MIR4699	0	0	0	0
PPFIA2	118	77	50	57
LOC102724663	3	6	6	2
LOC101928449	2	1	2	1
CCDC59	1588	1836	778	781
METTL25	231	234	159	143
TMTC2	392	412	139	197
SLC6A15	3990	4061	2647	2880
TSPAN19	7	8	3	2
LRRIQ1	244	218	94	97
ALX1	293	318	155	149
RASSF9	32	26	22	23
NTS	5	4	5	4
MGAT4C	1	0	1	1
MKRN9P	54	49	18	27
C12orf50	2	1	6	9
C12orf29	1347	1523	642	717
CEP290	5479	5784	2034	2053
TMTC3	5033	5477	2522	2719
KITLG	1201	1260	543	597
LOC728084	2	2	1	1
DUSP6	26	22	19	24
POC1B	1373	1553	461	582
POC1B-GALNT4	0	0	0	0
GALNT4	15	9	4	5
ATP2B1	4272	4267	2118	2325
LINC00936	28	21	7	11
LINC00615	0	0	0	0
CCER1	0	0	0	0
EPYC	0	1	0	0
KERA	0	0	0	0
LUM	14	16	7	4
DCN	1	1	1	0
C12orf79	25	27	24	25
BTG1	2527	2718	879	993
CLLU1OS	0	0	0	3
CLLU1	0	0	0	2
C12orf74	0	1	0	0
PLEKHG7	17	20	11	16
EEA1	2542	2852	1521	1713
LOC643339	5	3	7	3
LOC102724933	0	2	2	4
NUDT4	352	483	217	337
UBE2N	2387	2658	1678	1762
MRPL42	3969	4585	2128	2559
SOCS2-AS1	36	37	16	13
SOCS2	695	679	321	342
CRADD	166	195	63	63
LOC101928731	46	21	17	22
PLXNC1	275	250	189	186
CEP83	1173	1294	655	707
CEP83-AS1	46	49	20	13
MIR5700	0	0	0	0
TMCC3	352	351	154	203
MIR7844	0	0	0	0
MIR492	1	0	0	1
KRT19P2	0	0	0	0
NDUFA12	1476	1656	804	928
NR2C1	1769	1842	826	932
FGD6	396	396	303	328
VEZT	3006	3338	1326	1423
MIR331	1	0	2	1
MIR3685	4	10	2	1
METAP2	7561	8836	3457	3917
USP44	920	877	359	391
PGAM1P5	12	9	5	11
NTN4	105	113	34	51
SNRPF	1319	1470	791	964
CCDC38	32	35	19	15
AMDHD1	23	29	14	20
HAL	22	11	23	14
LTA4H	5767	5488	2383	2568
ELK3	493	446	404	449
CDK17	1296	1346	685	742
CFAP54	62	67	31	35
NEDD1	2475	2788	1118	1259
RMST	0	4	0	0
MIR1251	0	0	0	0
MIR135A2	0	0	0	0
LOC643711	2	1	0	4
RNU6-36P	5	9	11	7
MIR4495	0	0	0	0
MIR4303	0	0	0	0
SLC9A7P1	15	20	9	5
LOC643770	10	16	3	3
TMPO-AS1	188	211	108	105
TMPO	8673	10395	5243	6101
SLC25A3	10718	11060	6148	5909
SNORA53	435	735	205	242
IKBIP	1255	1381	640	773
APAF1	1125	1281	809	883
ANKS1B	57	69	41	46
LOC101928937	0	0	0	0
FAM71C	0	2	0	0
UHRF1BP1L	1846	1878	1083	1224
GOLGA2P5	289	271	99	129
MIR1827	0	0	0	0
ACTR6	2088	2777	918	1049
DEPDC4	246	280	55	64
SCYL2	3598	3868	1869	1998
SLC17A8	5	2	20	13
NR1H4	0	1	2	5
GAS2L3	1269	1258	608	699
ANO4	66	62	42	32
SLC5A8	0	0	0	0
UTP20	1032	1100	1727	1740
ARL1	3628	4178	1455	1521
SPIC	0	0	0	0
MYBPC1	0	2	3	2
CHPT1	1394	1552	782	817
SYCP3	25	25	17	16
GNPTAB	1595	1527	980	1153
DRAM1	170	130	59	71
CCDC53	484	484	193	208
NUP37	1514	1753	767	775
PARPBP	1109	1240	583	652
PMCH	20	24	10	20
IGF1	4	0	13	11
LINC00485	2	1	1	0
PAH	0	3	0	1
ASCL1	0	0	1	5
LOC101929058	0	0	0	0
C12orf42	0	3	0	3
LOC101929084	1	0	0	1
STAB2	32	36	18	19
NT5DC3	1015	1051	655	689
TTC41P	43	50	29	35
HSP90B1	29805	32842	9807	10257
MIR3652	0	0	0	0
C12orf73	606	596	250	295
TDG	1275	1276	911	989
GLT8D2	189	195	101	113
HCFC2	1131	1219	489	543
NFYB	1410	1629	566	642
TXNRD1	4915	4899	2857	3141
EID3	30	41	6	22
CHST11	331	302	234	237
MIR3922	0	0	0	0
SLC41A2	434	480	223	245
C12orf45	297	314	187	146
ALDH1L2	4137	4247	1007	1040
LOC414300	5	5	5	9
KIAA1033	2517	2746	1531	1672
APPL2	724	779	408	447
KCCAT198	0	0	0	0
C12orf75	1094	1195	633	710
CASC18	5	0	0	1
NUAK1	485	458	311	419
CKAP4	2517	2537	1331	1456
TCP11L2	393	352	147	159
POLR3B	1541	1558	1005	1105
LOC100287944	7	9	1	1
RFX4	9	7	6	7
LOC100505978	2	1	2	3
RIC8B	743	792	492	531
TMEM263	3192	4037	1366	1619
MTERF2	504	558	286	309
CRY1	1524	1468	851	970
BTBD11	288	314	142	151
PWP1	2294	2635	1395	1421
PRDM4	1361	1514	974	1022
LOC101929162	73	75	36	43
ASCL4	0	1	2	0
LOC728739	56	55	25	29
WSCD2	0	1	3	0
CMKLR1	0	0	2	7
LINC01498	0	1	0	3
FICD	151	130	40	47
SART3	1264	1361	902	1005
ISCU	1244	1347	487	542
TMEM119	1	1	4	2
SELPLG	2	1	6	9
MIR4496	0	0	0	0
CORO1C	2903	3125	2057	2299
SSH1	884	779	532	646
MIR619	1	1	0	2
DAO	0	0	0	1
SVOP	1	2	0	1
USP30	743	746	335	353
USP30-AS1	15	5	3	6
ALKBH2	571	556	292	290
UNG	2169	2197	1491	1557
ACACB	578	557	236	258
FOXN4	91	71	40	46
LINC01486	0	0	0	0
MYO1H	21	15	18	13
KCTD10	686	726	579	645
UBE3B	1011	1013	557	596
MMAB	883	962	428	432
MVK	251	250	110	142
FAM222A	44	39	59	52
FAM222A-AS1	6	2	8	1
TRPV4	58	69	48	34
MIR4497	0	0	0	0
GLTP	350	340	263	264
TCHP	335	313	168	180
GIT2	925	956	502	565
ANKRD13A	1853	1875	833	947
C12orf76	334	344	103	114
IFT81	1639	1688	754	799
ATP2A2	6782	6883	4560	5330
ANAPC7	2211	2348	1536	1613
ARPC3	2158	2377	987	1188
GPN3	1509	1764	654	726
FAM216A	1450	1545	504	544
VPS29	2011	2297	861	935
RAD9B	63	59	29	27
PPTC7	1016	1076	666	763
TCTN1	517	502	165	202
HVCN1	57	33	19	20
PPP1CC	15924	17214	6742	7659
CCDC63	1	1	0	1
MYL2	0	0	0	0
LINC01405	0	0	0	0
CUX2	92	72	66	75
MIR6760	0	0	0	0
FAM109A	107	105	78	78
SH2B3	676	654	336	363
ATXN2	1442	1458	1068	1269
BRAP	910	899	540	564
ACAD10	496	493	228	218
ALDH2	1060	1110	476	555
MIR6761	0	0	0	1
MAPKAPK5-AS1	922	1070	425	434
MAPKAPK5	1009	1114	609	624
ADAM1A	170	170	95	116
TMEM116	391	454	122	121
ERP29	2541	2529	841	837
NAA25	4826	5034	2715	2925
MIR3657	5	4	1	4
TRAFD1	903	1007	654	671
HECTD4	2619	2470	1470	1771
MIR6861	1	0	0	0
RPL6	8126	8539	3327	3350
PTPN11	8031	8228	4366	4830
MIR1302-1	0	0	0	0
RPH3A	1	0	0	2
OAS1	0	0	0	1
OAS3	63	53	58	74
OAS2	1	1	0	1
DTX1	19	14	9	10
RASAL1	20	19	8	10
CCDC42B	5	2	3	5
DDX54	1289	1160	741	740
MIR7106	0	0	0	0
RITA1	874	911	448	514
IQCD	56	71	25	35
TPCN1	504	441	187	265
MIR6762	0	2	0	1
SLC8B1	134	145	89	76
PLBD2	191	201	149	145
SDS	5	1	4	3
SDSL	32	47	22	17
LHX5	0	0	0	1
LHX5-AS1	0	0	0	0
LINC01234	69	74	26	31
RBM19	512	444	518	580
TBX5	0	0	0	0
TBX5-AS1	0	0	0	1
TBX3	899	971	641	748
MED13L	2807	2809	1625	1934
MIR620	0	1	0	0
MIR4472-2	1	0	0	0
LINC00173	168	182	43	52
MAP1LC3B2	90	71	49	46
C12orf49	1064	1098	750	855
RNFT2	202	217	153	193
HRK	113	105	29	31
FBXW8	664	664	298	307
LOC100506551	87	80	37	31
TESC	55	52	34	53
TESC-AS1	0	2	0	0
FBXO21	2241	2370	1360	1379
NOS1	0	3	0	4
KSR2	99	74	61	85
RFC5	3077	3332	1867	1864
WSB2	1023	1024	769	757
VSIG10	413	370	236	269
PEBP1	3057	3058	2063	2093
TAOK3	570	494	295	353
SUDS3	2881	2970	1439	1717
SRRM4	4	2	0	2
HSPB8	132	135	22	28
LINC00934	1	3	2	0
CCDC60	0	0	0	0
TMEM233	1	0	0	1
PRKAB1	612	686	406	366
CIT	2636	2705	1213	1342
MIR1178	2	0	0	0
CCDC64	39	26	26	32
RAB35	1100	1141	632	660
GCN1	3775	3528	2486	2761
MIR4498	1	0	0	0
RPLP0	19590	22074	6783	6487
PXN-AS1	66	90	22	33
PXN	541	511	285	335
RNU4-2	264	330	83	179
RNU4-1	121	142	47	88
SIRT4	109	80	45	33
PLA2G1B	0	0	0	1
MSI1	693	699	403	466
COX6A1	2909	2975	1027	1162
TRIAP1	1222	1385	694	790
GATC	2334	2320	1210	1347
SRSF9	858	850	677	690
DYNLL1	2273	2483	1657	1702
NRAV	147	149	70	76
COQ5	1416	1614	467	493
RNF10	2286	2308	1463	1619
POP5	440	452	288	332
CABP1	33	29	21	18
MLEC	4322	4555	2643	2823
UNC119B	2014	2243	988	1048
MIR4700	0	0	0	0
ACADS	203	187	73	70
SPPL3	682	753	528	583
XLOC_009911	0	0	1	0
HNF1A-AS1	2	1	3	5
HNF1A	22	18	27	20
C12orf43	432	415	328	337
OASL	3	3	2	2
P2RX7	7	17	2	5
P2RX4	325	349	133	113
CAMKK2	1051	1088	774	863
ANAPC5	4067	4260	2352	2321
RNF34	1117	1034	594	722
KDM2B	953	930	701	769
MIR7107	3	1	1	0
MIR548AQ	4	5	0	0
ORAI1	123	121	76	85
MORN3	13	18	6	7
TMEM120B	632	592	361	407
RHOF	5	7	8	0
LINC01089	209	218	95	99
SETD1B	481	459	424	510
HPD	19	24	6	11
PSMD9	738	622	375	409
WDR66	36	33	30	35
BCL7A	1325	1314	765	775
MLXIP	953	859	643	843
LRRC43	2	2	4	0
IL31	1	0	2	0
B3GNT4	33	29	13	29
DIABLO	1235	1244	710	733
LOC101593348	15	13	5	11
VPS33A	716	758	611	630
CLIP1	2861	3014	1319	1507
CLIP1-AS1	12	18	9	7
ZCCHC8	1309	1502	650	697
RSRC2	4162	4398	2303	2540
KNTC1	10185	10762	3909	4138
HCAR2	2	1	8	2
HCAR3	1	0	3	2
HCAR1	10	6	8	13
DENR	2626	3044	1705	1807
CCDC62	94	101	74	83
HIP1R	435	404	231	251
VPS37B	381	362	285	296
ABCB9	134	132	79	88
OGFOD2	210	207	111	132
ARL6IP4	1280	1244	675	711
PITPNM2	128	127	67	62
MIR4304	0	0	0	1
LOC100507091	7	9	5	7
MPHOSPH9	5034	5406	2172	2243
C12orf65	442	435	243	245
CDK2AP1	727	770	647	857
SBNO1	4817	4561	3144	3549
MIR8072	6	6	1	7
SETD8	539	588	383	361
RILPL2	203	166	112	105
SNRNP35	302	289	119	145
RILPL1	228	240	125	117
MIR3908	0	0	0	0
LOC101927415	58	65	22	17
TMED2	10454	12190	4192	4562
DDX55	1142	1103	745	786
EIF2B1	1111	1014	873	829
GTF2H3	1879	2108	904	1111
TCTN2	447	450	243	253
ATP6V0A2	1427	1402	934	1059
DNAH10	164	155	122	119
CCDC92	431	374	172	204
ZNF664	7429	7387	4399	4953
ZNF664-FAM101A	2	7	0	0
FAM101A	0	0	0	1
NCOR2	1182	1123	722	869
MIR6880	0	0	0	1
SCARB1	543	547	435	443
UBC	12001	12737	4346	4423
MIR5188	0	1	2	0
DHX37	365	334	480	533
BRI3BP	71	65	71	46
THRIL	394	431	307	340
AACS	483	492	260	265
TMEM132B	18	21	9	5
LINC00939	0	0	0	1
LOC101927464	0	0	0	0
LOC100128554	0	0	0	0
LOC100996671	0	0	0	0
LINC00944	0	0	1	0
LINC00943	0	0	0	0
LOC440117	0	0	0	0
LOC101927592	0	0	0	0
LOC101927616	0	0	0	0
LOC101927637	0	0	0	0
FLJ37505	0	0	0	0
LINC00508	1	1	1	0
LINC00507	0	1	0	1
CRAT8	0	0	0	0
LOC100996679	0	0	0	0
LOC101927694	1	0	0	0
MIR4419B	0	0	0	0
TMEM132C	0	0	0	0
MIR3612	0	0	0	0
SLC15A4	544	616	326	313
GLT1D1	9	10	3	2
TMEM132D	0	0	0	1
LOC283352	4	4	1	1
LOC101927735	0	0	0	0
LOC100190940	1	3	1	1
FZD10-AS1	99	81	35	38
FZD10	121	107	66	62
PIWIL1	0	1	0	0
RIMBP2	10	1	4	2
STX2	1270	1237	726	771
RAN	11815	12703	6429	6603
ADGRD1	10	10	0	2
LACAT8	1	0	1	1
LINC01257	0	0	0	0
LOC338797	0	0	0	0
SFSWAP	1214	1249	763	912
MMP17	30	34	11	18
ULK1	384	374	197	237
PUS1	278	313	307	291
EP400	2161	2267	1300	1505
SNORA49	131	150	37	90
EP400NL	153	136	68	73
DDX51	340	307	251	286
NOC4L	190	135	134	119
GALNT9	10	6	3	3
LOC100130238	61	56	30	40
LOC101928416	0	0	0	0
FBRSL1	425	394	290	396
MIR6763	0	0	0	0
LRCOL1	1	0	0	0
P2RX2	50	54	22	25
POLE	3079	2923	1920	2106
PXMP2	472	469	204	229
PGAM5	1629	1615	1317	1415
ANKLE2	1980	1894	1618	1685
GOLGA3	2324	2403	1041	1181
CHFR	393	412	181	211
LOC101928530	0	3	3	1
ZNF605	562	599	158	182
ZNF26	440	513	193	234
LOC101928597	4	4	0	5
ZNF84	1574	1656	567	572
ZNF140	662	757	212	278
ZNF891	370	344	149	149
ZNF10	261	251	106	112
ZNF268	1229	1275	572	591
ANHX	0	0	2	1
TAS2R45	0	0	0	0
FAM230C	1	0	0	1
LINC00417	0	0	0	0
ANKRD20A9P	55	50	26	25
RNU6-55P	0	0	0	0
RNU6-76P	0	0	0	0
LINC00408	0	0	0	0
LINC00442	0	0	1	0
RNU6-52P	0	0	0	0
TUBA3C	0	0	0	0
LOC101928697	0	0	0	0
ANKRD26P3	0	0	1	3
LINC00421	0	0	0	0
TPTE2	1	3	4	1
LINC00350	0	0	0	0
MPHOSPH8	1009	914	678	806
PSPC1	1289	1256	757	801
ZMYM5	501	540	220	240
ZMYM2	4792	4776	2474	2722
LINC01072	0	0	0	0
GJA3	334	287	148	191
GJB2	71	68	49	35
GJB6	0	0	0	0
CRYL1	247	239	85	95
MIR4499	0	0	0	0
IFT88	336	413	177	191
IL17D	39	24	17	25
N6AMT2	203	196	109	105
XPO4	2999	3260	2169	2304
LINC00367	0	0	0	0
LATS2	301	297	229	278
SAP18	2740	3024	1291	1357
SKA3	1025	1140	593	633
MRPL57	607	588	347	333
LINC01046	1	0	0	0
MIPEPP3	29	29	15	13
LINC00539	4	10	6	4
ZDHHC20	2826	3130	1549	1735
MICU2	1243	1363	614	737
RNU6-59P	2	0	4	1
FGF9	303	263	99	120
LINC00424	0	0	0	0
LINC00540	1	0	0	1
BASP1P1	4	2	1	0
SGCG	10	6	4	6
RNU6-58P	0	0	0	0
SACS	6594	5874	4527	5005
SACS-AS1	12	11	5	4
LINC00327	0	1	0	3
TNFRSF19	251	246	122	115
MIPEP	380	393	267	272
C1QTNF9B-AS1	4	1	0	3
C1QTNF9B	4	2	0	1
ANKRD20A19P	2	3	0	1
SPATA13	267	272	180	221
MIR2276	1	0	0	0
SPATA13-AS1	2	5	1	3
C1QTNF9	0	0	2	1
LINC00566	1	0	0	0
PARP4	1916	1829	822	848
TPTE2P6	20	21	7	4
ATP12A	26	27	8	8
RNF17	2	4	0	1
CENPJ	2704	2726	1199	1249
TPTE2P1	63	76	17	20
PABPC3	1392	1328	562	663
AMER2	58	51	17	19
LINC00463	0	0	1	1
LINC01053	0	0	0	0
MTMR6	1391	1661	760	807
NUPL1	2305	2614	1556	1592
ATP8A2	91	73	50	63
RNU6-78P	0	1	0	0
SHISA2	773	1042	844	935
RNF6	1451	1465	760	835
CDK8	777	723	469	450
WASF3	1200	1256	699	753
GPR12	7	5	5	5
USP12	1372	1518	811	955
USP12-AS1	6	11	3	6
USP12-AS2	1	0	0	0
LINC00412	45	39	10	22
SNORD102	50	45	25	25
SNORA27	253	310	88	127
RASL11A	100	96	80	105
GTF3A	1991	1997	1369	1409
MTIF3	1047	1090	460	496
RNU6-63P	0	0	0	0
LNX2	680	844	471	471
POLR1D	3599	3502	1376	1514
GSX1	0	0	0	0
PDX1-AS1	5	5	5	4
PDX1	33	34	20	25
ATP5EP2	110	132	67	58
CDX2	318	347	246	246
URAD	1	0	0	0
FLT3	30	33	17	20
PAN3-AS1	74	84	63	46
PAN3	1982	2124	1165	1439
RNU6-82P	5	6	2	5
FLT1	620	688	402	414
POMP	2853	3254	1953	2026
SLC46A3	397	418	180	223
RNU6-53P	1	0	0	0
MTUS2	57	38	28	40
MTUS2-AS1	0	1	3	0
SLC7A1	5991	5977	2445	2821
UBL3	995	1142	493	612
LINC00297	0	0	1	1
LINC00572	0	0	0	0
LINC00544	0	2	0	1
LINC00365	1	0	1	2
KATNAL1	1087	1115	562	682
RNU6-64P	1	0	1	0
LINC00426	4	0	2	1
LINC01058	5	6	4	4
HMGB1	2360	2871	1527	1918
USPL1	1720	1771	1304	1328
ALOX5AP	1	3	0	3
LINC00398	0	0	1	0
LINC00545	0	0	0	0
TEX26-AS1	0	4	1	1
MEDAG	0	1	1	0
TEX26	0	0	0	2
HSPH1	3049	3123	4106	4490
B3GLCT	869	974	528	583
RXFP2	0	0	0	1
EEF1DP3	12	12	5	5
FRY-AS1	8	8	3	2
FRY	278	222	104	130
ZAR1L	4	2	1	3
BRCA2	4924	5502	2389	2611
N4BP2L1	110	121	26	41
N4BP2L2	4869	5347	2175	2319
MINOS1P1	110	82	40	49
N4BP2L2-IT2	692	673	258	306
PDS5B	3770	3675	2214	2475
LINC00423	0	3	0	2
KL	5	5	3	1
STARD13	373	359	240	242
STARD13-AS	21	30	12	23
RFC3	4626	5555	2314	2781
LINC00457	0	0	0	0
NBEA	2139	1932	1107	1351
MAB21L1	74	68	64	62
LINC00445	0	1	0	0
DCLK1	276	311	107	142
SOHLH2	0	0	0	0
CCDC169-SOHLH2	0	0	0	0
CCDC169	2	2	1	0
RNU6-71P	0	0	0	0
SPG20	2535	2619	1610	1696
SPG20-AS1	14	7	2	4
CCNA1	13	16	12	10
SERTM1	55	65	52	58
RFXAP	680	743	346	365
SMAD9	948	1074	495	654
ALG5	1517	1631	655	636
EXOSC8	2615	2849	971	1039
SUPT20H	1736	1911	897	924
CSNK1A1L	148	126	68	73
LINC01048	0	0	0	0
LINC00547	0	1	0	0
POSTN	4	3	3	3
TRPC4	21	10	7	11
LINC00571	6	1	3	1
UFM1	3154	3833	919	1079
LINC00437	1	0	2	3
LINC00366	0	0	1	1
FREM2	1852	1710	1050	1243
RNU6-56P	0	0	0	0
STOML3	0	1	1	1
PROSER1	2022	1875	1263	1465
NHLRC3	615	712	281	257
LHFP	171	193	127	129
COG6	2289	2498	742	824
MIR4305	0	4	1	0
LINC00332	3	2	2	1
LINC00548	10	8	8	2
LINC00598	49	62	24	15
FOXO1	740	764	585	652
MIR320D1	0	5	1	0
MRPS31	1277	1368	592	621
SLC25A15	1332	1390	705	705
TPTE2P5	78	82	37	39
MIR621	0	0	0	0
SUGT1P3	19	19	5	6
ELF1	714	709	454	561
WBP4	822	834	381	430
MIR3168	0	1	0	0
KBTBD6	797	843	608	719
LOC101929140	122	140	35	30
KBTBD7	372	364	196	201
MTRF1	412	435	188	227
NAA16	886	1012	685	772
RNU6-57P	6	13	4	1
OR7E37P	3	0	0	0
RGCC	116	114	59	55
VWA8	2528	2465	1335	1453
MIR5006	3	4	0	2
VWA8-AS1	11	11	9	10
DGKH	2276	2464	1365	1878
AKAP11	4646	4727	2694	2927
TNFSF11	2	0	1	2
FAM216B	0	1	0	0
LINC01050	0	0	0	0
LINC00428	0	0	1	0
EPSTI1	36	40	35	35
DNAJC15	17	10	10	13
LINC00400	0	0	0	0
ENOX1	230	199	133	133
ENOX1-AS2	4	2	2	3
CCDC122	297	333	126	155
LACC1	284	322	127	142
LINC00284	0	0	1	0
SMIM2-AS1	25	21	7	11
SMIM2	3	6	1	5
SMIM2-IT1	1	0	1	0
MIR8079	0	0	0	0
SERP2	48	41	16	23
TUSC8	0	0	1	1
TSC22D1	1338	1558	778	825
TSC22D1-AS1	15	25	9	17
LINC00330	0	0	0	0
NUFIP1	358	357	297	326
GPALPP1	1402	1511	582	692
LOC101929259	1	0	1	2
GTF2F2	1865	2061	886	997
RNU6-69P	1	1	0	1
KCTD4	32	37	21	16
TPT1	39352	42990	17538	18992
SNORA31	1	4	3	1
TPT1-AS1	161	132	51	65
SLC25A30	1516	1665	831	937
SLC25A30-AS1	1	5	4	3
COG3	2134	2317	867	932
ERICH6B	0	2	0	0
LINC01055	1	0	0	0
SPERT	3	2	2	0
SIAH3	1	1	0	1
ZC3H13	3553	3232	2366	2491
CPB2-AS1	76	61	31	45
CPB2	62	40	18	30
LCP1	59	34	33	21
LRRC63	29	49	20	20
LINC00563	1	0	0	1
KIAA0226L	134	134	79	76
RNU6-68P	0	0	1	0
LINC01198	0	1	1	1
LRCH1	1158	1190	618	657
ESD	5879	6884	2355	2509
HTR2A	1	1	5	2
HTR2A-AS1	0	0	0	1
LINC00562	26	42	33	37
SUCLA2	1853	2121	1123	1180
NUDT15	1085	1177	682	723
MED4	1337	1630	775	889
MED4-AS1	12	9	4	8
ITM2B	2367	2694	1368	1477
LINC00441	35	29	9	6
RB1	1952	2151	1194	1330
LPAR6	69	62	14	33
RCBTB2	149	175	85	78
LINC00462	0	0	0	0
CYSLTR2	0	0	0	0
FNDC3A	4243	4733	2263	2660
MLNR	4	5	5	2
CDADC1	405	420	211	230
CAB39L	340	340	123	133
SETDB2	793	894	366	426
PHF11	61	73	35	31
RCBTB1	1128	1199	762	890
ARL11	3	3	2	10
EBPL	576	803	297	386
KPNA3	1961	1975	1797	1912
CTAGE10P	10	9	4	6
SPRYD7	416	530	281	276
DLEU2	335	346	188	200
MIR3613	2	2	2	4
TRIM13	1446	1485	634	771
KCNRG	95	104	35	55
MIR16-1	5	8	4	2
MIR15A	8	14	7	3
DLEU1	848	854	394	419
ST13P4	59	58	31	32
DLEU1-AS1	16	21	14	10
DLEU7	71	69	44	38
DLEU7-AS1	28	26	18	19
RNASEH2B-AS1	9	12	7	12
RNASEH2B	1522	1694	726	776
GUCY1B2	158	164	70	83
LINC00371	1	1	0	2
FAM124A	56	42	34	42
SERPINE3	9	5	8	6
MIR5693	0	0	1	0
INTS6	1408	1429	1071	1193
INTS6-AS1	76	85	12	19
MIR4703	1	0	0	0
WDFY2	427	419	179	225
DHRS12	203	221	75	67
LINC00282	18	14	14	9
CCDC70	2	2	2	2
ATP7B	857	803	500	541
ALG11	317	318	161	195
UTP14C	1028	986	564	650
NEK5	18	19	7	10
LOC101929657	17	15	9	8
NEK3	709	656	365	390
MRPS31P5	278	347	121	137
LOC103191607	0	0	0	1
THSD1	71	94	54	50
VPS36	2202	2689	1074	1211
CKAP2	9469	10534	4796	5236
TPTE2P3	8	4	1	5
HNRNPA1L2	708	709	301	345
